"","Emergency","ApplyLeadTime","STG","Service","DIA","Length","Pass","Sch","Material","Weight","MemberCount","JointCount","Making_Co","After2_Co","PaintingLT"
"2224","1","정상","30","DH",2,1452,"B","S-80","CS",9815,5,4,"(주)성광테크","(주)성광테크",26
"2225","1","정상","30","DH",2,1845,"B","S-80","CS",9925,4,3,"(주)성광테크","삼녹",20
"2226","1","정상","30","DH",2,449,"B","S-80","CS",8861,7,6,"(주)성광테크","(주)성광테크",26
"2227","1","최소","30","DH",2,1773,"B","S-80","CS",13951,5,4,"건일산업(주)","삼녹",29
"2228","1","정상","30","DH",2,2359,"B","S-80","CS",13294,6,5,"(주)성광테크","(주)성광테크",23
"2229","1","최소","30","DH",2,2908,"B","S-80","CS",12785,4,3,"건일산업(주)","삼녹",25
"2230","1","정상","40","DH",2,1483,"B","S-80","CS",8883,4,3,"(주)성광테크","삼녹",23
"2231","1","정상","40","DH",2,771,"B","S-80","CS",6450,4,3,"(주)성광테크","삼녹",26
"2232","1","정상","30","DH",2,722,"B","S-80","CS",8295,5,4,"(주)성광테크","삼녹",20
"2233","1","정상","30","DH",2,2457,"B","S-80","CS",12506,5,4,"(주)성광테크","삼녹",20
"2234","1","정상","30","DH",2,2879,"B","S-80","CS",12489,3,2,"(주)성광테크","(주)성광테크",26
"2235","1","최소","30","DH",2,2797,"B","S-80","CS",13294,5,4,"건일산업(주)","삼녹",29
"2236","1","정상","30","DH",2,4900,"B","S-80","CS",2836,5,4,"(주)성광테크","삼녹",20
"2237","1","최소","30","DH",2,1739,"B","S-80","CS",10593,5,4,"건일산업(주)","삼녹",30
"2238","1","정상","30","DH",2,2879,"B","S-80","CS",12489,3,2,"(주)성광테크","(주)성광테크",23
"2239","1","정상","30","DH",2,1976,"B","S-80","CS",11637,5,4,"(주)성광테크","삼녹",20
"2240","1","정상","30","DH",2,1723,"B","S-80","CS",10560,5,4,"(주)성광테크","(주)성광테크",23
"2241","1","정상","30","DH",2,2359,"B","S-80","CS",13293,6,5,"(주)성광테크","삼녹",20
"2242","1","최소","30","DH",2,1797,"B","S-80","CS",9812,4,3,"건일산업(주)","삼녹",30
"2243","1","정상","30","PG",0.5,4917,"A","S-160","CS",147,2,1,"건일산업(주)","건일산업(주)",23
"2244","1","정상","30","PG",0.5,4917,"A","S-160","CS",147,2,1,"건일산업(주)","건일산업(주)",23
"2245","1","정상","30","PG",0.5,4917,"A","S-160","CS",1101,2,1,"건일산업(주)","건일산업(주)",26
"2246","1","정상","30","PG",0.5,4917,"A","S-160","CS",1101,2,1,"건일산업(주)","건일산업(주)",26
"2247","1","정상","30","PG",0.5,4917,"A","S-160","CS",1101,2,1,"건일산업(주)","건일산업(주)",26
"2248","1","정상","30","PL",0.5,4917,"A","S-160","CS",1073,2,1,"건일산업(주)","건일산업(주)",33
"2249","1","정상","30","PL",0.5,4917,"A","S-160","CS",1073,2,1,"건일산업(주)","건일산업(주)",28
"2250","1","정상","30","PL",0.5,3096,"A","S-160","CS",14269,5,4,"건일산업(주)","건일산업(주)",26
"2251","1","정상","40","PL",0.5,4917,"A","S-160","CS",1073,2,1,"(주)성광테크","(주)성광테크",22
"2252","1","정상","40","PL",0.5,3096,"A","S-160","CS",14270,5,4,"(주)성광테크","(주)성광테크",20
"2253","1","정상","30","PL",0.5,4917,"A","S-160","CS",1073,2,1,"건일산업(주)","건일산업(주)",26
"2254","1","정상","30","PL",0.5,4917,"A","S-160","CS",1073,2,1,"건일산업(주)","건일산업(주)",22
"2255","1","정상","30","FCH",0.5,3945,"A","S-80","CS",7394,9,7,"건일산업(주)","건일산업(주)",20
"2256","1","정상","30","PL",1,561,"A","S-160","CS",2762,4,3,"건일산업(주)","건일산업(주)",24
"2257","1","정상","30","PL",1,1,"A","S-160","CS",6751,1,0,"건일산업(주)","하이에어",26
"2258","1","정상","30","PL",1,1,"A","S-160","CS",6751,1,0,"건일산업(주)","하이에어",26
"2259","1","정상","30","PL",1,1,"A","S-160","CS",969,1,0,"건일산업(주)","하이에어",26
"2260","1","정상","30","PL",1,1,"A","S-160","CS",969,1,0,"건일산업(주)","하이에어",26
"2261","1","정상","30","PL",1,2049,"A","S-160","CS",7537,7,6,"건일산업(주)","건일산업(주)",22
"2262","1","정상","40","N",2,1,"A","S-80","CS",174,1,0,"(주)성광테크","(주)성광테크",28
"2263","1","정상","30","PL",2,3898,"A","S-80","CS",20502,5,4,"(주)성광테크","(주)성광테크",22
"2264","1","정상","30","PL",0.75,1,"A","S-160","CS",1251,1,0,"(주)성광테크","(주)성광테크",28
"2265","1","정상","30","PL",0.75,1,"A","S-80","CS",155,1,0,"(주)성광테크","(주)성광테크",28
"2266","1","정상","30","PL",2,4953,"A","S-80","CS",21350,3,2,"(주)성광테크","(주)성광테크",28
"2267","1","정상","30","PL",2,1,"A","S-160","CS",7306,1,0,"(주)성광테크","(주)성광테크",28
"2268","1","정상","30","PL",2,2087,"A","S-160","CS",18094,4,3,"(주)성광테크","(주)성광테크",22
"2269","1","정상","30","PG",0.5,4917,"A","S-160","CS",1073,2,1,"(주)성광테크","(주)성광테크",28
"2270","1","정상","30","PG",1,1023,"A","S-160","CS",1255,2,1,"(주)성광테크","(주)성광테크",28
"2271","1","정상","30","PL",0.5,1,"A","S-160","CS",14266,4,3,"(주)성광테크","(주)성광테크",24
"2272","1","정상","30","PL",0.5,1,"A","S-160","CS",14266,4,3,"(주)성광테크","(주)성광테크",24
"2273","1","정상","30","PL",4,3899,"A","S-40","CS",10587,8,7,"(주)성광테크","(주)성광테크",22
"2274","1","정상","30","PL",2,1,"A","S-160","CS",14003,1,0,"(주)성광테크","(주)성광테크",28
"2275","1","정상","30","PL",4,3046,"A","S-40","CS",9521,4,3,"(주)성광테크","(주)성광테크",22
"2276","1","정상","30","PL",4,4542,"A","S-40","CS",5548,4,3,"(주)성광테크","(주)성광테크",28
"2277","1","정상","30","PL",4,1,"A","S-40","CS",1994,1,0,"(주)성광테크","(주)성광테크",28
"2278","1","정상","50","PL",4,4288,"A","S-40","CS",3574,10,9,"(주)성광테크","(주)성광테크",25
"2279","1","정상","30","PL",0.5,1,"A","S-160","CS",14266,4,3,"(주)성광테크","(주)성광테크",24
"2280","1","정상","30","PL",0.5,1,"A","S-160","CS",14266,4,3,"(주)성광테크","(주)성광테크",24
"2281","1","정상","30","PL",0.5,1,"A","S-160","CS",14266,4,3,"(주)성광테크","(주)성광테크",24
"2282","1","정상","30","PL",0.5,1,"A","S-160","CS",14266,4,3,"(주)성광테크","(주)성광테크",24
"2283","1","정상","30","PL",0.5,1,"A","S-160","CS",14266,4,3,"(주)성광테크","(주)성광테크",24
"2284","1","정상","30","PL",0.5,1,"A","S-160","CS",14266,4,3,"(주)성광테크","(주)성광테크",24
"2285","1","정상","40","PG",0.5,4917,"A","S-160","CS",1073,2,1,"건일산업(주)","건일산업(주)",23
"2286","1","정상","30","PG",2,1,"A","S-160","CS",19263,3,2,"건일산업(주)","건일산업(주)",24
"2287","1","정상","50","DH",2,4757,"B","S-80","CS",6059,9,7,"성일SIM함안공장","삼녹",20
"2288","1","정상","40","AI",0.75,147,"A","S-80","CS",1640,10,9,"건일산업(주)","건일산업(주)",27
"2290","1","정상","40","N",1,2159,"A","S-80","CS",19216,6,5,"건일산업(주)","건일산업(주)",23
"2291","1","정상","50","N",1,480,"A","S-80","CS",16390,2,1,"(주)성광테크","(주)성광테크",23
"2292","1","정상","50","N",1,4115,"A","S-80","CS",5532,3,2,"(주)성광테크","(주)성광테크",23
"2293","1","정상","40","PL",3,2149,"A","S-80","CS",7889,6,8,"건일산업(주)","건일산업(주)",20
"2294","1","정상","40","PL",3,1023,"A","S-80","CS",18179,4,3,"건일산업(주)","건일산업(주)",20
"2295","1","정상","50","PL",4,2484,"A","S-40","CS",4131,9,8,"(주)성광테크","(주)성광테크",27
"2297","0","정상","30","AI",2,3513,"B","S-80","CS",16692,6,5,"(주)성광테크","(주)성광테크",20
"2299","1","정상","30","PL",0.5,1,"A","S-160","CS",14080,4,3,"건일산업(주)","하이에어",30
"2300","1","정상","30","PL",0.5,1,"A","S-160","CS",14080,4,3,"건일산업(주)","하이에어",23
"2301","1","정상","50","AI",0.75,5197,"A","S-80","CS",18171,5,4,"(주)성광테크","(주)성광테크",22
"2303","1","정상","40","AI",0.75,338,"A","S-80","CS",5933,11,10,"건일산업(주)","건일산업(주)",27
"2306","1","정상","50","PL",0.5,4917,"A","S-160","CS",949,4,3,"(주)성광테크","(주)성광테크",22
"2307","1","정상","50","PL",0.5,4917,"A","S-160","CS",1101,2,1,"성일SIM함안공장","하이에어",28
"2308","1","정상","40","PL",3,1906,"A","S-80","CS",20705,5,4,"건일산업(주)","건일산업(주)",28
"2311","1","정상","50","PG",0.5,4917,"A","S-160","CS",1101,2,1,"성일SIM함안공장","하이에어",28
"2312","1","정상","50","PG",0.5,4917,"A","S-160","CS",1101,2,1,"성일SIM함안공장","하이에어",28
"2313","1","정상","50","PG",0.5,4917,"A","S-160","CS",1101,2,1,"성일SIM함안공장","하이에어",28
"2314","1","정상","50","PG",0.5,4917,"A","S-160","CS",1101,2,1,"성일SIM함안공장","하이에어",28
"2315","1","정상","50","PG",0.5,4917,"A","S-160","CS",1101,2,1,"성일SIM함안공장","하이에어",28
"2316","1","정상","50","PG",0.5,4917,"A","S-160","CS",1101,2,1,"성일SIM함안공장","하이에어",28
"2317","1","정상","50","PG",0.5,4917,"A","S-160","CS",1101,2,1,"성일SIM함안공장","하이에어",28
"2318","1","정상","50","PG",0.5,4917,"A","S-160","CS",1101,2,1,"성일SIM함안공장","하이에어",28
"2319","1","정상","50","PG",0.5,4917,"A","S-160","CS",1101,2,1,"성일SIM함안공장","하이에어",28
"2320","1","정상","30","PG",2,1133,"A","S-160","CS",2169,4,3,"건일산업(주)","건일산업(주)",24
"2321","1","정상","30","PG",2,4719,"A","S-160","CS",9484,6,5,"건일산업(주)","건일산업(주)",24
"2322","1","정상","30","PL",2,2109,"A","S-160","CS",11422,2,1,"건일산업(주)","건일산업(주)",20
"2323","1","정상","30","PL",2,2100,"A","S-160","CS",11380,3,2,"건일산업(주)","건일산업(주)",20
"2324","1","정상","30","PL",0.75,1,"A","S-160","CS",1251,1,0,"건일산업(주)","하이에어",26
"2325","1","정상","30","PL",0.5,1,"A","S-160","CS",1123,1,0,"건일산업(주)","하이에어",26
"2326","1","정상","40","PL",4,1139,"A","S-40","CS",5423,5,4,"건일산업(주)","건일산업(주)",20
"2327","1","정상","30","PL",0.75,1,"A","S-160","CS",1251,1,0,"건일산업(주)","하이에어",26
"2328","1","정상","50","PG",6,3538,"A","S-40","CS",3109,1,0,"성일SIM함안공장","하이에어",28
"2330","1","정상","30","DF",2,4543,"A","S-80","LTCS",20322,4,3,"건일산업(주)","하이에어",32
"2331","1","정상","30","DF",0.5,4917,"A","S-160","LTCS",1073,2,1,"건일산업(주)","하이에어",30
"2335","1","정상","30","PG",0.5,4917,"A","S-160","LTCS",1073,2,1,"건일산업(주)","하이에어",28
"2336","1","정상","40","DH",2,1,"A","S-80","CS",7326,2,0,"건일산업(주)","건일산업(주)",20
"2342","1","정상","40","DH",1,1,"B","S-80","CS",7514,6,0,"건일산업(주)","건일산업(주)",20
"2343","1","정상","30","DH",1,1,"A","S-80","CS",7321,2,0,"건일산업(주)","건일산업(주)",27
"2344","1","정상","30","DH",1,1,"A","S-80","CS",1046,3,0,"건일산업(주)","건일산업(주)",27
"2345","1","정상","40","DH",1,1,"A","S-80","CS",1237,4,0,"건일산업(주)","건일산업(주)",20
"2347","1","정상","30","DH",1,1,"A","S-80","CS",1046,3,0,"건일산업(주)","건일산업(주)",27
"2348","1","정상","40","DH",1,1,"A","S-80","CS",1069,3,0,"건일산업(주)","건일산업(주)",20
"2349","1","정상","30","DH",1,1,"A","S-80","CS",18010,9,0,"건일산업(주)","건일산업(주)",27
"2352","1","정상","30","DH",1,1,"A","S-80","CS",7076,3,0,"건일산업(주)","건일산업(주)",27
"2353","1","정상","30","DH",1,1,"A","S-80","CS",7321,2,0,"건일산업(주)","건일산업(주)",27
"2355","1","정상","30","DH",1,1,"A","S-80","CS",1298,2,0,"건일산업(주)","건일산업(주)",27
"2360","1","정상","30","DH",1,1,"A","S-80","CS",7045,4,0,"건일산업(주)","건일산업(주)",27
"2362","1","정상","50","CDD",1,2641,"A","S-80S","SS",12139,7,4,"삼성중공업(주)거제","성도",32
"2363","1","정상","30","CDD",1,1568,"A","S-80S","SS",4002,4,2,"삼성중공업(주)거제","성도",24
"2365","1","정상","30","FCH",1,2019,"A","S-80S","SS",3685,4,3,"삼성중공업(주)거제","성도",24
"2367","1","정상","50","VA",0.75,2077,"A","S-80S","SS",2925,5,3,"삼성중공업(주)거제","성도",21
"2368","1","정상","30","CDD",1,1332,"A","S-80S","SS",3769,8,7,"삼성중공업(주)거제","성도",24
"2370","1","정상","50","CDD",1,2859,"A","S-80S","SS",2745,1,0,"삼성중공업(주)거제","성도",35
"2371","1","정상","50","CDD",1,2641,"A","S-80S","SS",2229,1,0,"삼성중공업(주)거제","성도",35
"2373","1","정상","50","FCH",1,4422,"A","S-80S","SS",12175,5,2,"삼성중공업(주)거제","성도",32
"2375","1","정상","30","PL",0.75,3852,"A","S-80S","SS",18031,8,7,"삼성중공업(주)거제","성도",24
"2376","1","정상","50","WD",1,536,"A","S-80S","SS",16493,2,1,"삼성중공업(주)거제","성도",21
"2379","1","정상","30","PG",0.5,1,"A","S-80S","SS",7301,4,3,"삼성중공업(주)거제","성도",24
"2380","1","정상","30","PL",2,5088,"A","S-10S","SS",10093,6,5,"삼성중공업(주)거제","성도",27
"2381","1","정상","50","PL",2,2750,"A","S-10S","SS",4055,2,1,"삼성중공업(주)거제","성도",30
"2382","1","정상","30","PL",1,3863,"A","S-80S","SS",14304,3,2,"삼성중공업(주)거제","성도",24
"2383","1","정상","50","PL",2,2795,"A","S-10S","SS",4282,2,1,"삼성중공업(주)거제","성도",30
"2384","1","정상","30","PL",1,3863,"A","S-80S","SS",14304,3,2,"삼성중공업(주)거제","성도",24
"2385","1","정상","30","PL",4,1910,"A","S-10S","SS",15244,6,5,"삼성중공업(주)거제","성도",21
"2386","1","정상","50","PL",4,1476,"A","S-10S","SS",10796,4,3,"삼성중공업(주)거제","성도",30
"2387","1","정상","30","PL",6,2283,"A","S-40S","SS",21920,2,1,"삼성중공업(주)거제","성도",24
"2388","1","정상","30","PL",6,1160,"A","S-40S","SS",21995,6,5,"삼성중공업(주)거제","성도",27
"2389","1","정상","50","PL",6,2429,"A","S-40S","SS",21656,1,0,"삼성중공업(주)거제","성도",35
"2390","1","정상","30","PL",6,1160,"A","S-40S","SS",3018,9,8,"삼성중공업(주)거제","성도",27
"2393","1","정상","30","PG",1,3071,"A","S-80S","SS",14311,3,2,"삼성중공업(주)거제","성도",24
"2394","1","정상","50","PG",1.5,4499,"A","S-80S","SS",14424,4,3,"삼성중공업(주)거제","성도",31
"2395","1","정상","30","PG",1.5,3133,"A","S-80S","SS",2926,7,6,"삼성중공업(주)거제","성도",21
"2396","1","정상","30","PL",1.5,4881,"A","S-80S","SS",1356,3,2,"삼성중공업(주)거제","성도",24
"2397","1","정상","30","PL",1.5,4881,"A","S-80S","SS",1356,3,2,"삼성중공업(주)거제","성도",24
"2398","1","정상","30","PL",1.5,4764,"A","S-80S","SS",21425,3,2,"삼성중공업(주)거제","성도",24
"2399","1","정상","30","PL",1.5,4764,"A","S-80S","SS",21425,3,2,"삼성중공업(주)거제","성도",24
"2401","1","정상","30","PL",4,5184,"A","S-10S","SS",15577,10,9,"삼성중공업(주)거제","성도",21
"2402","1","정상","30","PL",1,5193,"A","S-80S","SS",14293,2,1,"삼성중공업(주)거제","성도",24
"2403","1","정상","30","PL",1,3136,"A","S-80S","SS",14290,3,2,"삼성중공업(주)거제","성도",24
"2405","1","정상","30","PL",1,5193,"A","S-80S","SS",14293,2,1,"삼성중공업(주)거제","성도",24
"2406","1","정상","30","PL",2,4599,"A","S-10S","SS",3243,6,5,"삼성중공업(주)거제","성도",21
"2407","1","정상","30","PL",2,4599,"A","S-10S","SS",3216,6,5,"삼성중공업(주)거제","성도",21
"2410","1","정상","40","DH",0.5,3944,"A","S-80","CS",997,3,0,"건일산업(주)","하이에어",22
"2411","1","정상","40","DH",1,1,"","S-80","CS",20427,10,0,"건일산업(주)","하이에어",23
"2412","1","정상","40","DH",1,1,"","S-80","CS",18218,6,0,"건일산업(주)","하이에어",23
"2414","1","정상","30","DH",1,1,"A","S-80","CS",1227,2,0,"건일산업(주)","건일산업(주)",23
"2415","1","정상","30","DH",1,1,"A","S-80","CS",16505,6,0,"건일산업(주)","건일산업(주)",23
"2416","1","준긴급","30","DH",1,1,"B","S-80","CS",20302,8,0,"건일산업(주)","건일산업(주)",23
"2418","1","정상","50","FW",4,1,"","T-6.35","CN",3141,2,1,"부흥","하이에어",20
"2420","1","정상","50","AU",2,4638,"A","S-80","CS",15338,1,0,"건일산업(주)","건일산업(주)",26
"2421","1","정상","40","FCH",2,920,"A","S-160","CS",12463,6,5,"(주)성광테크","(주)성광테크",23
"2422","1","정상","40","FCH",2,4638,"A","S-160","CS",19983,4,3,"(주)성광테크","(주)성광테크",25
"2423","1","정상","40","FCH",2,3218,"A","S-160","CS",16184,3,2,"(주)성광테크","(주)성광테크",25
"2426","1","정상","50","PL",4,4638,"A","S-40","CS",21846,1,0,"(주)성광테크","(주)성광테크",22
"2427","1","정상","50","AU",1,3584,"B","S-80","CS",9237,5,4,"(주)성광테크","(주)성광테크",20
"2429","1","정상","50","FCH",1,2660,"B","S-160","CS",6371,2,1,"(주)성광테크","(주)성광테크",29
"2431","1","정상","50","N",1,2124,"B","S-80","CS",1217,3,2,"건일산업(주)","하이에어",24
"2432","1","정상","50","AU",2,2189,"B","S-80","CS",14462,10,9,"(주)성광테크","(주)성광테크",27
"2433","1","정상","30","DH",2,896,"B","S-80","CS",12496,8,7,"건일산업(주)","삼녹",23
"2434","1","정상","30","DH",2,2461,"B","S-80","CS",12209,5,4,"건일산업(주)","삼녹",23
"2435","1","정상","30","DH",2,2461,"B","S-80","CS",12198,5,4,"건일산업(주)","삼녹",23
"2436","1","준긴급","30","DH",2,128,"B","S-80","CS",8356,6,5,"건일산업(주)","삼녹",25
"2437","1","정상","30","FCH",2,4638,"B","S-160","CS",20049,4,3,"건일산업(주)","건일산업(주)",23
"2438","1","정상","30","FCH",2,874,"B","S-160","CS",14674,6,5,"(주)성광테크","(주)성광테크",23
"2439","1","정상","50","N",2,2381,"B","S-80","CS",13601,10,9,"(주)성광테크","(주)성광테크",27
"2440","1","준긴급","30","DH",2,2502,"B","S-80","CS",14838,8,7,"건일산업(주)","삼녹",30
"2441","1","준긴급","30","DH",2,2341,"B","S-80","CS",11511,4,3,"건일산업(주)","삼녹",29
"2442","1","준긴급","30","DH",2,3325,"B","S-80","CS",13557,4,3,"건일산업(주)","삼녹",25
"2443","1","정상","30","DH",2,2485,"B","S-80","CS",11585,3,2,"건일산업(주)","삼녹",23
"2444","1","정상","30","DH",2,1604,"B","S-80","CS",11908,6,5,"건일산업(주)","삼녹",23
"2447","1","정상","50","PL",4,1627,"B","S-40","CS",16967,4,3,"(주)성광테크","(주)성광테크",22
"2448","1","정상","30","DH",2,1521,"B","S-80","CS",11874,7,6,"건일산업(주)","삼녹",23
"2449","1","정상","30","DH",2,5099,"B","S-80","CS",5780,6,5,"건일산업(주)","삼녹",23
"2450","1","정상","30","PL",6,1317,"B","S-40","CS",21988,6,5,"(주)성광테크","(주)성광테크",23
"2451","0","정상","30","PL",6,5055,"B","S-40","CS",18877,7,6,"건일산업(주)","건일산업(주)",23
"2452","1","정상","40","N",1.5,1344,"A","S-80","CS",5899,4,3,"(주)성광테크","(주)성광테크",20
"2453","1","정상","40","CDW",2,518,"A","S-160","CS",15136,8,7,"(주)성광테크","(주)성광테크",21
"2454","1","정상","40","HWR",2,5076,"A","S-80","CS",2102,3,2,"(주)성광테크","(주)성광테크",32
